Date,In1_mean,Out1_mean,In2_mean,Out2_mean,In4_mean,Out4_mean,In3_mean,Out3_mean
2022-02-07,25.084259259259266,26.206365740740747,25.69791666666666,26.85439814814815,36.11111111111109,39.62673611111112,36.09097222222223,40.19814814814816
2022-02-08,24.803009259259255,26.188310185185184,25.56944444444444,26.10775462962963,36.11111111111109,39.832754629629626,36.09780092592592,40.28692129629628
2022-02-09,25.656944444444438,26.8175925925926,26.12546296296296,27.685995370370375,36.11111111111109,39.68217592592593,36.10150462962963,39.969791666666666
2022-02-10,26.84606481481482,27.939120370370365,27.380787037037035,28.91585648148148,36.11111111111109,39.40902777777777,36.07453703703704,39.96585648148149
2022-02-11,27.55995370370371,28.670254629629625,28.166203703703705,29.656249999999996,36.11111111111109,39.271527777777756,36.10150462962962,39.40532407407408
2022-02-12,28.348842592592604,29.440624999999986,28.96585648148147,30.362615740740747,36.11111111111109,39.35671296296296,36.089930555555554,39.18206018518519
2022-02-13,28.322453703703705,29.498263888888886,29.051388888888894,30.581134259259258,36.11111111111109,39.27083333333333,36.04976851851851,40.496875
2022-02-14,27.332291666666677,28.51041666666667,28.001273148148147,29.265740740740743,36.11111111111109,39.592013888888886,36.09745370370371,40.461921296296296
2022-02-15,26.385879629629642,27.57395833333334,27.085416666666664,28.83113425925926,36.12164351851853,39.94918981481482,36.098958333333336,40.59803240740741
2022-02-16,26.110879629629633,27.274537037037035,26.764236111111114,28.582175925925934,36.14305555555557,39.29999999999999,36.08981481481481,40.33622685185185
2022-02-17,25.186458333333334,26.201967592592606,25.466550925925926,27.42384259259258,36.13888888888891,39.287384259259255,36.13275462962963,38.64201388888889
2022-02-18,24.67638888888889,25.81099537037038,24.965162037037032,26.699884259259267,36.13888888888891,39.154513888888886,36.05127314814812,40.28275462962963
2022-02-19,26.380787037037035,27.646296296296303,26.89085648148148,28.50243055555556,36.13888888888891,39.500231481481485,36.070717592592594,40.4445601851852
2022-02-20,26.193287037037038,27.412962962962965,26.83657407407408,28.501041666666666,36.13888888888891,39.35150462962963,36.10659722222221,40.17314814814814
2022-02-21,26.876967592592596,28.034375,27.446990740740745,28.819328703703714,36.13888888888891,39.63738425925926,36.13564814814814,39.924189814814824
2022-02-22,27.807870370370363,28.953819444444445,28.413773148148156,29.78900462962963,36.13888888888891,39.178240740740726,36.11770833333333,39.49560185185185
2022-02-23,26.620254629629624,27.946527777777774,27.30127314814816,28.604398148148153,36.13888888888891,39.12835648148148,36.08831018518517,39.18356481481481
2022-02-24,26.185763888888896,27.803472222222222,26.672222222222217,28.714583333333334,36.13888888888891,39.50636574074074,36.085069444444436,40.48356481481482
2022-02-25,26.72210648148147,28.006712962962965,27.390509259259247,28.99768518518519,36.12673611111111,39.13136574074074,36.09421296296296,40.207754629629626
2022-02-26,26.324652777777775,27.587268518518517,27.007060185185185,28.755208333333332,36.11111111111109,39.65798611111112,36.076736111111096,40.32789351851851
